,model_key,mileage,engine_power,fuel,paint_color,car_type,private_parking_available,has_gps,has_air_conditioning,automatic_car,has_getaround_connect,has_speed_regulator,winter_tires,rental_price_per_day
364,Renault,85319,140,diesel,grey,estate,False,True,False,False,True,False,True,139
365,Citroën,162550,122,diesel,black,estate,True,True,False,False,True,False,True,110
366,Citroën,188982,120,diesel,black,estate,False,True,True,False,False,False,True,62
367,Peugeot,94987,105,diesel,white,estate,False,False,False,False,False,False,False,93
368,PGO,231261,180,diesel,black,estate,False,True,False,False,True,True,True,97
369,Renault,79964,85,diesel,white,estate,False,False,False,False,False,False,True,114
370,Peugeot,110913,100,diesel,grey,estate,True,True,False,False,False,False,True,124
371,Citroën,181751,122,diesel,black,estate,True,True,False,False,True,False,True,112
372,Citroën,102377,135,diesel,blue,estate,False,True,False,False,False,False,True,121
373,Citroën,176702,135,diesel,white,estate,False,True,False,False,True,False,True,120
374,Peugeot,216144,100,diesel,grey,estate,False,True,False,False,True,False,True,109
375,Peugeot,169410,105,diesel,white,estate,False,True,True,False,True,False,True,114
376,Audi,201782,141,petrol,blue,estate,True,True,True,False,True,True,True,79
377,Peugeot,116892,105,diesel,blue,estate,False,False,False,False,False,False,False,100
378,Citroën,124389,135,diesel,black,estate,True,True,False,False,True,False,True,130
379,Renault,161739,85,diesel,grey,estate,False,True,False,False,False,False,True,105
380,Renault,176557,85,diesel,black,estate,False,False,False,False,False,False,True,28
381,Audi,193500,100,diesel,black,estate,True,True,False,False,True,False,True,114
382,Peugeot,144913,105,diesel,blue,estate,True,True,False,False,False,False,True,101
383,Citroën,135491,120,diesel,black,estate,True,True,False,False,False,True,True,112
384,Peugeot,109600,100,diesel,white,estate,False,True,False,False,True,True,True,122
385,Peugeot,63604,100,diesel,brown,estate,False,False,False,False,False,True,True,98
386,Renault,119035,135,diesel,grey,estate,False,True,True,False,True,False,True,138
387,Renault,109012,135,diesel,black,estate,True,True,False,False,True,False,True,120
388,Citroën,110323,120,diesel,grey,estate,False,True,False,False,True,True,True,122
389,Peugeot,158577,105,diesel,black,estate,False,True,False,False,False,False,True,107
390,Peugeot,160015,105,diesel,black,estate,False,True,False,False,True,True,True,113
391,Citroën,106206,120,diesel,blue,estate,False,True,False,False,False,False,True,106
392,Citroën,160911,135,diesel,white,estate,False,True,False,False,True,True,True,117
393,Audi,165731,155,diesel,grey,estate,True,True,False,True,True,False,True,125
394,Peugeot,115924,100,diesel,white,estate,True,True,False,False,True,False,True,125
395,Peugeot,168331,100,diesel,silver,estate,True,True,False,False,True,False,True,89
396,Audi,95534,160,diesel,black,estate,True,True,False,True,False,True,True,159
397,Audi,154178,160,diesel,grey,estate,False,True,False,True,True,False,True,124
398,Peugeot,120859,105,diesel,red,estate,False,True,False,False,False,True,True,108
399,Citroën,121019,120,diesel,brown,estate,True,True,False,False,True,True,True,114
400,Audi,223390,190,diesel,black,estate,True,True,False,True,True,True,True,125
401,Audi,204150,150,diesel,grey,estate,True,True,True,False,True,False,True,125
402,Renault,200444,140,diesel,black,estate,True,True,True,False,True,True,True,127
403,Renault,165271,135,petrol,black,estate,True,True,False,False,True,False,False,109
404,Audi,119760,190,diesel,black,estate,True,True,True,True,True,False,True,161
405,Citroën,121960,135,diesel,silver,estate,False,True,False,False,False,False,True,123
406,Peugeot,85238,105,diesel,grey,estate,True,True,False,False,True,False,True,115
407,Renault,255773,120,diesel,grey,estate,True,True,False,False,True,False,True,99
408,Citroën,92526,135,diesel,brown,estate,False,True,False,False,False,True,True,124
409,Renault,160619,85,diesel,black,estate,False,True,False,False,True,False,True,108
410,Audi,165593,190,diesel,grey,estate,True,True,True,False,True,False,True,145
411,Citroën,160800,135,petrol,silver,estate,False,True,True,False,True,False,True,100
412,Peugeot,152360,100,diesel,grey,estate,False,False,False,False,False,False,True,105
413,Audi,189348,230,diesel,white,estate,True,True,True,True,False,True,True,153
414,Renault,119576,85,diesel,black,estate,True,True,False,False,False,False,True,114
415,Audi,131164,190,diesel,grey,estate,True,True,True,True,True,True,True,166
416,Audi,95639,190,diesel,black,estate,True,True,True,True,True,False,True,155
417,Citroën,260831,130,diesel,blue,estate,False,False,False,False,True,False,True,67
418,Renault,164633,85,diesel,black,estate,True,True,False,False,True,True,True,117
419,Renault,130433,135,diesel,black,estate,True,True,False,False,True,False,True,138
420,Citroën,145903,135,diesel,white,estate,False,True,False,True,False,True,True,117
421,Citroën,151490,135,diesel,black,estate,False,True,False,False,False,False,True,108
422,Renault,145918,120,diesel,grey,estate,True,True,False,False,True,False,True,100
423,Citroën,134304,120,diesel,black,estate,True,True,True,False,True,False,True,126
424,Renault,271181,100,diesel,blue,estate,True,False,False,False,False,False,True,28
425,BMW,72374,85,diesel,red,estate,False,False,False,False,False,False,True,97
426,Citroën,113846,135,diesel,grey,estate,False,True,False,True,False,False,True,119
427,Renault,145193,85,diesel,grey,estate,True,True,False,False,False,False,True,105
428,Citroën,199053,135,diesel,white,estate,False,True,False,False,True,True,True,99
429,Peugeot,158801,105,diesel,black,estate,False,True,False,False,True,False,True,111
430,Audi,149229,230,diesel,blue,estate,True,True,False,True,True,True,True,156
431,Peugeot,189325,100,diesel,grey,estate,True,True,False,False,False,False,True,103
432,Citroën,234365,135,diesel,black,estate,True,True,False,False,True,False,True,127
433,Renault,126551,120,diesel,black,estate,True,True,False,False,True,False,True,128
434,Citroën,204858,135,diesel,black,estate,False,True,False,False,True,False,True,100
435,PGO,110465,180,diesel,grey,estate,True,False,False,True,True,False,True,117
436,Renault,166404,120,diesel,grey,estate,True,True,False,False,False,False,True,109
437,Audi,189844,173,diesel,grey,estate,True,True,False,True,True,False,True,81
438,Renault,190417,110,diesel,black,estate,True,True,False,False,True,False,True,74
439,Peugeot,131871,100,diesel,blue,estate,False,True,False,False,False,True,True,117
440,Citroën,107042,120,diesel,black,estate,True,True,True,False,False,False,True,119
441,Audi,115533,190,diesel,black,estate,False,True,False,False,True,True,True,152
442,Peugeot,126591,105,diesel,black,estate,False,True,False,False,False,False,True,110
443,Citroën,193673,135,diesel,silver,estate,False,False,False,True,True,False,True,113
444,Peugeot,111622,100,diesel,black,estate,True,True,False,False,False,False,True,124
445,Renault,95787,85,diesel,black,estate,False,False,False,False,False,False,False,99
446,Citroën,182768,160,diesel,blue,estate,False,True,True,False,True,True,True,124
447,Renault,188160,135,diesel,grey,estate,False,True,True,False,True,False,True,126
448,Peugeot,179770,105,diesel,white,estate,False,True,True,False,False,False,True,110
449,Renault,146581,85,diesel,brown,estate,False,True,False,False,False,False,True,102
450,Audi,316855,150,diesel,black,estate,True,True,True,False,True,False,True,97
451,Audi,155270,190,diesel,black,estate,False,True,True,False,True,False,True,133
452,Renault,156732,135,diesel,brown,estate,True,True,True,False,False,False,True,124
453,Peugeot,137756,100,diesel,blue,estate,True,True,True,False,False,False,True,110
454,Peugeot,164442,105,diesel,brown,estate,False,False,False,False,False,False,True,100
455,Renault,123782,135,diesel,grey,estate,True,True,False,False,True,False,True,135
456,Renault,94089,135,diesel,grey,estate,True,True,False,False,True,True,True,121
457,Citroën,63587,135,diesel,silver,estate,True,True,False,False,True,True,True,137
458,Citroën,309641,135,diesel,black,estate,True,True,False,False,True,False,True,102
459,Renault,138483,135,diesel,black,estate,True,True,True,False,True,True,True,142
460,Citroën,172945,135,diesel,grey,estate,True,False,False,False,True,False,True,87
461,PGO,79812,190,diesel,grey,estate,True,True,False,False,False,True,True,143
462,Citroën,169063,120,diesel,black,estate,True,True,False,False,False,True,True,77
463,Peugeot,119162,105,diesel,black,estate,False,False,False,False,False,False,True,109
464,Citroën,156392,120,diesel,grey,estate,False,False,False,False,False,False,False,110
465,Renault,76452,120,diesel,brown,estate,True,True,False,False,True,False,True,138
466,Audi,178174,190,diesel,blue,estate,True,True,False,False,True,False,True,128
467,Citroën,130878,120,diesel,grey,estate,True,True,False,False,True,False,True,122
468,Citroën,212126,135,diesel,blue,estate,False,True,False,False,False,False,True,97
469,Peugeot,173722,100,diesel,black,estate,True,True,False,False,False,False,True,91
470,Citroën,119417,135,diesel,grey,estate,True,True,True,True,True,False,True,128
471,Peugeot,3142,100,diesel,blue,estate,True,True,False,False,False,False,True,146
472,Renault,145081,85,diesel,black,estate,False,True,False,False,True,False,True,112
473,Citroën,332702,110,diesel,black,estate,False,False,False,False,False,False,True,39
474,Peugeot,141717,105,diesel,black,estate,False,True,False,False,True,True,True,114
475,Citroën,200023,137,diesel,black,estate,True,True,False,False,True,False,True,110
476,Renault,90251,135,diesel,black,estate,True,True,False,True,True,False,True,149
477,Renault,81104,85,diesel,grey,estate,False,False,False,False,False,False,False,122
478,Audi,158288,100,diesel,brown,estate,True,True,False,False,True,False,True,125
479,Renault,99809,85,diesel,white,estate,False,True,False,False,False,False,True,118
480,Peugeot,170350,105,diesel,white,estate,False,True,False,False,False,False,True,101
481,Renault,150880,135,diesel,black,estate,True,True,False,False,True,True,True,133
482,Renault,307725,120,diesel,black,estate,True,True,False,False,False,False,True,105
483,Citroën,167125,135,diesel,black,estate,False,True,False,True,True,True,True,124
484,Peugeot,120872,100,diesel,grey,estate,True,True,False,False,False,False,True,113
485,Renault,166387,120,diesel,grey,estate,True,True,False,False,False,False,True,73
486,Citroën,134108,135,diesel,grey,estate,False,True,False,False,False,False,True,109
487,Renault,141725,135,diesel,beige,estate,False,True,False,False,True,False,True,111
488,Renault,108352,140,diesel,white,estate,False,True,False,False,True,True,True,142
489,Citroën,227691,135,diesel,black,estate,False,True,False,False,False,True,True,102
490,Citroën,186202,135,diesel,black,estate,False,True,False,False,True,True,True,111
491,Renault,250531,120,diesel,blue,estate,True,True,False,False,False,False,True,76
492,Citroën,157615,120,diesel,brown,estate,True,True,False,False,False,False,True,99
493,Citroën,115132,120,diesel,silver,estate,False,True,False,False,False,True,True,133
494,Renault,174417,135,diesel,black,estate,False,True,False,True,True,False,True,122
495,Renault,149069,135,diesel,blue,estate,True,True,True,False,True,True,True,136
496,Renault,149135,135,diesel,black,estate,True,True,True,False,True,True,True,122
497,Peugeot,138515,100,diesel,brown,estate,True,True,False,False,True,False,True,93
498,Renault,161316,135,diesel,white,estate,False,True,False,False,True,False,True,129
499,Peugeot,104267,100,diesel,brown,estate,False,True,False,False,False,False,True,103
500,Peugeot,167761,105,diesel,brown,estate,False,True,False,False,True,True,True,97
501,Peugeot,202713,105,diesel,silver,estate,False,True,False,False,False,False,True,100
502,Audi,166080,190,diesel,blue,estate,True,True,False,True,False,True,True,157
503,Peugeot,105805,105,diesel,blue,estate,False,False,True,False,False,False,False,124
504,Peugeot,186893,105,diesel,grey,estate,False,True,False,True,False,False,True,107
505,Peugeot,255263,105,diesel,black,estate,False,True,False,False,True,False,True,83
506,Citroën,159316,135,diesel,grey,estate,False,True,False,False,False,False,True,108
507,Citroën,48747,135,diesel,black,estate,False,False,False,False,False,False,False,133
508,Peugeot,52923,105,diesel,grey,estate,False,True,False,True,False,False,True,175
509,Audi,245352,130,diesel,green,estate,True,True,False,False,True,False,True,83
510,Citroën,155981,120,diesel,blue,estate,True,True,False,False,False,False,True,106
511,Citroën,162079,135,diesel,red,estate,False,True,False,False,True,False,True,106
512,Citroën,105097,135,diesel,black,estate,True,True,False,False,True,True,True,136
513,Citroën,115498,135,diesel,black,estate,False,False,False,False,False,False,False,132
514,Citroën,282959,135,diesel,grey,estate,True,True,True,False,True,True,True,112
515,Citroën,123134,135,diesel,black,estate,True,True,False,False,True,True,True,129
516,Audi,186668,100,diesel,grey,estate,True,True,True,False,True,False,True,119
517,Citroën,200614,135,diesel,grey,estate,True,True,True,False,True,True,True,104
518,Audi,253181,145,diesel,black,estate,False,True,False,False,True,False,True,83
519,Audi,14902,190,diesel,white,estate,True,True,False,True,True,False,True,184
520,Peugeot,313108,90,diesel,black,estate,True,False,False,False,False,False,True,60
521,Citroën,134410,120,diesel,black,estate,False,True,True,False,True,True,True,117
522,Citroën,65478,120,diesel,white,estate,True,True,True,False,True,True,True,121
523,Renault,289658,120,diesel,blue,estate,True,True,False,False,False,False,True,83
524,Renault,163803,135,diesel,grey,estate,False,True,True,False,False,False,True,114
525,Citroën,111457,135,diesel,black,estate,True,True,False,True,True,False,True,134
526,Audi,122550,160,diesel,black,estate,True,True,True,False,True,False,True,124
527,Peugeot,152652,105,diesel,white,estate,False,False,False,False,True,False,True,110
